Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
594,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Electrical Engineering,B.E/B. Tech,Home State,ST,64918,74453
595,Round 1,"Imps College of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,All India,Open,33090,33090
596,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,B.E/B. Tech,Home State,SC,8251,11158
597,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B. Tech,Home State,SC,61112,73328
598,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",Computer Science & Engineering,B.E/B. Tech,All India,Open,595,48745
599,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,B.E/B. Tech,Home State,ST,36796,39734
600,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering,B.E/B. Tech,Home State,SC,36723,43571
601,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,13254,13965
602,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,B.E/B. Tech,Home State,Open,2340,5541
603,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,20001,23684
604,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open,73,210
605,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,6984,10954
606,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",Mechanical Engineering,B.E/B. Tech,All India,Open,23430,23430
607,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,56895,56895
608,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,Open,2978,4412
609,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Computer Science & Engineering,B.E/B. Tech,Home State,SC,1861,5407
610,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,8829,23269
611,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,78954,78954
612,Round 1,"Techno International New Town, Rajarhat, New Town",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,11946,50614
613,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Business System,B.E/B. Tech,All India,Open,7274,25816
614,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Artificial Intelligence And Machine Learning (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9846,11381
615,Round 1,"Techno International New Town, Rajarhat, New Town",Artificial Intelligence And Machine Learning (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,16220,17596
616,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Business System,B.E/B. Tech,All India,Open,16812,50162
617,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,2828,3135
618,Round 1,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,28057,42990
621,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Business System,B.E/B. Tech,Home State,SC,9916,9916
623,Round 1,"Seacom Engineering College, Sankrail, Howrah",Information Technology,B.E/B. Tech,All India,Open,45177,78697
624,Round 1,"Camellia School of Engineering & Technology, Barasat",Information Technology,B.E/B. Tech,All India,Open,31663,78442
625,Round 1,"B.P. Poddar Institute of Management & Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,7705,19227
626,Round 1,"College of Engineering and Management, Kolaghat",Information Technology,B.E/B. Tech,Home State,SC,61924,69965
627,Round 1,"College of Engineering and Management, Kolaghat",Information Technology,B.E/B. Tech,All India,Open,24018,44388
628,Round 1,"Institute of Science and Technology, Paschim Medinipur",Information Technology,B.E/B. Tech,All India,Open,11540,76752
629,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,SC (PwD),16918,16918
630,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open (PwD),3597,4837
631,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,ST,3186,5704
632,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,SC,679,1540
633,Round 1,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,ST,34630,37799
634,Round 1,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,SC,8240,10572
635,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,51654,51654
636,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Civil Engineering,B.E/B. Tech,All India,Open,17115,58960
637,Round 1,"Jis College of Engineering, Kalyani, Nadia",Civil Engineering,B.E/B. Tech,All India,Open,23516,76188
638,Round 1,"Om Dayal Group of Institutions, Uluberia, Howrah",Civil Engineering,B.E/B. Tech,All India,Open,32679,59998
639,Round 1,"Netaji Subhash Chandra Bose Institute of Pharmacy ,Chakdah, Nadia",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,7521,9813
640,Round 1,"Adamas University, Barasat",Civil Engineering,B.E/B. Tech,All India,Open,29915,51034
641,Round 1,"Pailan College of Management & Technology, Pailan Park",Civil Engineering,B.E/B. Tech,All India,Open,54116,54116
643,Round 1,"Guru Nanak Institute of Pharmaceutical Science and Technology, Sodepur",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,858,4618
644,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Civil Engineering,B.E/B. Tech,All India,Open,52955,60631
645,Round 1,"Gupta College of Technological Sciences, Asansol, Burdwan",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,7110,9324
646,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,6228,8389
647,Round 1,Swami Vivekananda University,Computer Science & Engineering,B.E/B. Tech,Home State,SC,43508,78127
648,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Computer Science & Engineering,B.E/B. Tech,Home State,ST,16058,23492
649,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Cyber Security),B.E/B. Tech,Home State,OBC - A,71098,71098
650,Round 1,Swami Vivekananda University,Computer Science & Engineering,B.E/B. Tech,Home State,ST,72987,80011
651,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Mechanical Engineering,B.E/B. Tech,All India,Open,32827,78271
652,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,47723,77977
653,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,11429,13645
654,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Cyber Security),B.E/B. Tech,Home State,SC,50383,65043
655,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B. Tech,All India,Open,9717,74224
656,Round 1,Swami Vivekananda University,Mechanical Engineering,B.E/B. Tech,All India,Open,38891,42666
657,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering,B.E/B. Tech,Home State,SC,41932,80097
658,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,2094,2498
659,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Mechanical Engineering,B.E/B. Tech,All India,Open,53167,59911
660,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Information Technology,B.E/B. Tech,All India,Open,4915,78991
661,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Information Technology,B.E/B. Tech,All India,Open,14753,27788
662,Round 1,"Asansol Engineering College, Asansol, Burdwan",Information Technology,B.E/B. Tech,All India,Open,17142,31945
663,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,All India,Open,7,69
664,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,OBC - A,509,1065
665,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,OBC - B,301,546
666,Round 1,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,All India,Open,1795,2910
667,Round 1,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,OBC - A,5277,12355
668,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),41287,41287
669,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open,2998,4084
670,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,ST,35155,36634
671,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,9434,11089
672,Round 1,"Modern Institute of Engineering & Technology, Bandel, Hooghly",Civil Engineering,B.E/B. Tech,All India,Open,57476,57476
673,Round 1,Techno International Batanagar,Civil Engineering,B.E/B. Tech,All India,Open,32973,38911
674,Round 1,"Institute of Science and Technology, Paschim Medinipur",Civil Engineering,B.E/B. Tech,All India,Open,28023,73124
675,Round 1,"Aliah University, New Town",Civil Engineering,B.E/B. Tech,Home State,Open,5287,14319
676,Round 1,"Siliguri Institute of Technology, Siliguri",Civil Engineering,B.E/B. Tech,All India,Open,25637,76156
677,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,OBC - A,17676,28371
678,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,OBC - B,13544,14805
679,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,Open,7036,13494
680,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,ST,55824,58874
681,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,SC,13739,19787
682,Round 1,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,Open,547,1241
683,Round 1,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,ST,12722,21723
684,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Civil Engineering,B.E/B. Tech,All India,Open,22807,66447
685,Round 1,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,43673,66454
686,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,77934,77934
687,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,SC,77058,77058
688,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering,B.E/B. Tech,All India,Open,12413,73281
689,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Computer Science & Engineering,B.E/B. Tech,All India,Open,21349,72041
690,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering,B.E/B. Tech,All India,Open,4154,10192
691,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Cyber Security),B.E/B. Tech,All India,Open,16455,36689
692,Round 1,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering,B.E/B. Tech,Home State,ST,59404,59404
693,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,20157,77121
694,Round 1,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering,B.E/B. Tech,Home State,SC,48736,75171
695,Round 1,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering,B.E/B. Tech,All India,Open,7740,44441
696,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,75008,75008
697,Round 1,"Ideal Institute of Engineering, Kalyani",Mechanical Engineering,B.E/B. Tech,All India,Open,45375,63951
698,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,14983,20893
699,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,9938,10817
700,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Electrical Engineering,B.E/B. Tech,All India,Open,26271,75141
701,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,SC,12390,15759
702,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,Open,3545,9773
703,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,ST,45462,54747
704,Round 1,"Future Institute of Technology, Boral, Garia",Electrical Engineering,B.E/B. Tech,All India,Open,20174,20174
705,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",Electrical Engineering,B.E/B. Tech,All India,Open,25216,60823
706,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Electrical Engineering,B.E/B. Tech,All India,Open,64750,64750
707,Round 1,"Techno International New Town, Rajarhat, New Town",Electrical Engineering,B.E/B. Tech,All India,Open,18764,79168
708,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Biomedical Engineering,B.E/B. Tech,All India,Open,15486,66631
709,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,51828,51828
710,Round 1,"Ideal Institute of Engineering, Kalyani",Electrical Engineering,B.E/B. Tech,All India,Open,4863,36963
711,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,12960,18120
712,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,3973,4650
713,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,16809,20223
714,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Biomedical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,15844,25493
715,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Data Science) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,14913,14913
716,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Food Technology,B.E/B. Tech,All India,Open,24469,51117
717,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,5338,6486
718,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,14037,24785
719,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,7799,11182
720,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,23380,24844
721,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Data Science) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9224,13315
722,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,B.E/B. Tech,All India,Open,16551,68385
723,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,8033,21149
